SecID;PerformanceID;FundId;Company;DomicileId;CompanyName;FundName;SecurityName;LegalStructure;ShareClassLegalName;UCITS;MorningstarCategoryId;InceptionDate;Status;ObsoleteDate;IsBaseCurrency;IsPrimaryShareClass;IsOldestClass;CurrencyId;IncomeDistribution;AccumulatedDistribution;InsuranceFund;HedgeFund;FundOfFunds;ExchangeTradedShare;CUSIP;ISIN;CurrencySpecificISIN;SEDOL;Ticker;GermanWKN;AustrianWKN;Valoren;MEX;OsloBors;FundSERV;APIR;ITAJ;FocusId;PricingFrequency;PricingDelay;ReportsOnFridays;ReportsOnSundays;FR_PEA;FR_AMF;IT_CategoriaAssogestioni;UK_IMASector;UK_AICSector;ES_CategoriaInverco;BE_CBF;DK_IFR;ES_INP;FR_FIP;HK_IFA;HK_MPF;HK_SCH;IL_ISA;UK_LIF/ABI Life;UK_PEN/ABI Pension;ZA_ASISA;AvailableForPensionPlan;GIFSCode;SuspendedPricing;ExchangeId;InstitutionalOnly;PenceTraded;DataReadiness;DataReadinessChangeDate;SociallyConscious;AMFI;KRCodeClass;KRCodeFund;MasterPortfolioId;PortfolioDate;LegalStructureId;SITCACode;SITCACategoryId;CICCode;GlobalCategoryId;MoneyMarketFund;AvailableForRetirementPlan;AvailableForInsuranceProduct;ShareClassTypeId;ShareClassType;RestrictedScheme;BroadAssetClass;CSDCCCode;MorningstarCategoryId_Fund;FR_PEA_PME;SpanishESP;IndexingApproach;SyntheticType;UKReportingFund;UKStatusStartDate;GermanTaxTransparence;AUTTaxTransparence;TrackRecordExtension;TrackRecordInheritedFrom;TrackRecordExtensionType
F000003WJY;0P00016SEF;FSUSA0A2MO;0C000068ZH;FRA;Amundi Asset Management;Amundi ETF Short Euro Stoxx 50 Daily;Amundi ETF Short Euro Stoxx 50 Daily A/I;FCP;Amundi ETF Short Euro Stoxx 50 Daily UCITS ETF;1;EUCA000816;39980;Active;;0;0;1;EUR;1;0;0;0;0;1;;FR0010757781;FR0010757781;;C5Sp;A0X8ZY;;10218467;;;;;;;;;;;1;LC00000264;LC00000018;;;;;;;;;;;;;;;0;GIFS$$$075;;EX$$$$CHIX;;;;;0;;;;;;23;;;46;$GC$TDTOOL;0;0;0;;;0;Alternative;;EUCA000816;0;0;4;2;;;0;1;;;
F000005OI2;0P00016SEH;FSUSA0ALQ8;0C000068ZH;FRA;Amundi Asset Management;Amundi ETF ShrtGvt EuroMTS BrdInvGrd Dly;Amundi ETF ShrtGvt EuroMTS BrdInvGrd Dly;FCP;Amundi ETF Short Govt Bond EuroMTS Broad Investment Grade Daily UCITS ETF;1;EUCA000817;40162;Active;;0;0;1;EUR;0;1;0;0;0;1;;FR0010821850;FR0010821850;;SB0z;A0YF8M;;10771225;;;;;;;;;;;0;LC00000264;LC00000105;;;;;;;;;;;;;;;0;GIFS$$$076;;EX$$$$CHIX;;;;;0;;;;989044;43404;23;;;46;$GC$TDTOOL;0;0;0;;;0;Alternative;;EUCA000817;0;0;4;2;;;0;1;;;
F00000HGTM;0P0000OXAS;FSUSA0AUQX;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor Daily ShortDAX x2 ETF;Lyxor Daily ShortDAX x2 ETF Acc;SICAV;Lyxor Daily ShortDAX x2 UCITS ETF Acc;1;EUCA000816;40277;Active;;0;0;1;EUR;0;1;0;0;0;1;;FR0010869495;FR0010869495;;LYQL;LYX0FV;;11209014;;;;;;FF00002696006;;;;;0;LC00000264;LC00000024;;;;;;;;;;;;;;;0;GIFS$$$075;;EX$$$$XETR;;0;;;0;;;;;;9;;;46;$GC$TDTOOL;0;0;0;;;0;Alternative;;EUCA000816;0;0;4;2;0;43209;1;1;;;
F00000HGTM;0P0000OXAT;FSUSA0AUQX;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor Daily ShortDAX x2 ETF;Lyxor Daily ShortDAX x2 ETF Acc;SICAV;Lyxor Daily ShortDAX x2 UCITS ETF Acc;1;EUCA000816;40277;Active;;0;0;1;EUR;0;1;0;0;0;1;;FR0010869495;FR0010869495;;LYQL;LYX0FV;;11209014;;;;;;FF00002696007;;;;;0;LC00000264;LC00000024;;;;;;;;;;;;;;;0;GIFS$$$075;;EX$$$$XFRA;;0;;;0;;;;;;9;;;46;$GC$TDTOOL;0;0;0;;;0;Alternative;;EUCA000816;0;0;4;2;0;43209;1;1;;;
F00000HGTN;0P0000OXAU;FSUSA0AUQY;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor Bund Daily (-2x) Inverse ETF;Lyxor Bund Daily -2x Inverse ETF Acc;SICAV;Lyxor Bund Daily (-2x) Inverse UCITS ETF Acc;1;EUCA000817;40277;Active;;0;0;1;EUR;1;0;0;0;0;1;;FR0010869578;FR0010869578;;LYQK;LYX0FW;;11187743;;;;;;FF00002696008;;;;;0;LC00000264;LC00000030;;;;;;;;;;;;;;;0;GIFS$$$076;;EX$$$$XETR;;0;;;0;;;;1687081;43131;9;;;46;$GC$TDTOOL;0;0;0;;;0;Alternative;;EUCA000817;0;0;4;2;;;1;1;;;
F00000HGTN;0P0000OXAV;FSUSA0AUQY;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor Bund Daily (-2x) Inverse ETF;Lyxor Bund Daily -2x Inverse ETF Acc;SICAV;Lyxor Bund Daily (-2x) Inverse UCITS ETF Acc;1;EUCA000817;40277;Active;;0;0;1;EUR;1;0;0;0;0;1;;FR0010869578;FR0010869578;;LYQK;LYX0FW;;11187743;;;;;;FF00002696009;;;;;0;LC00000264;LC00000030;;;;;;;;;;;;;;;0;GIFS$$$076;;EX$$$$XFRA;;0;;;0;;;;1687081;43131;9;;;46;$GC$TDTOOL;0;0;0;;;0;Alternative;;EUCA000817;0;0;4;2;;;1;1;;;
F00000JQYK;0P0000PUXG;FSUSA0B1P6;0C00009CS3;FRA;H2O AM LLP;H2O Multistrategies;H2O Multistrategies R;FCP;H2O Multistrategies R;1;EUCA000804;40413;Active;;1;0;;EUR;0;1;0;0;0;0;;FR0010923383;FR0010923383;;;;;11630843;;;;;;FF00002708654;D$;1;;;0;LC00000264;;;;;;;;;;;;;;;;0;GIFS$$$813;;;;;;;0;;;;528753;43312;23;;;46;$GC$ALTGLM;0;0;0;;;0;Alternative;;EUCA000804;0;0;5;;0;42094;0;0;;;
F00000JQYQ;0P0000PUXM;FSUSA0B1PE;0C00009CS3;FRA;H2O AM LLP;H2O Multibonds;H2O Multibonds R C;FCP;H2O Multibonds R C;1;EUCA000754;40413;Active;;1;0;;EUR;0;1;0;0;0;0;;FR0010923375;FR0010923375;;;;;11630841;;;;;;FF00002708660;D$;3;;;0;LC00000039;;;;;;;;;;;;;;;;0;GIFS$$$969;;;;;;;0;;;;528752;43312;23;;;42;$GC$EUROFI;0;0;0;;;1;Fixed Income;;EUCA000754;0;0;5;;1;40909;1;1;;;
F00000JQZ9;0P0000PUY6;FSUSA0B1PJ;0C00009CS3;FRA;H2O AM LLP;H2O Moderato;H2O Moderato R C;FCP;H2O Moderato R C;1;EUCA000804;40413;Active;;1;0;;EUR;0;1;0;0;0;0;;FR0010923367;FR0010923367;;;;;11630832;;;;;;FF00002708674;D$;1;;;0;LC00000264;;;;;;;;;;;;;;;;0;GIFS$$$813;;;;;;;0;;;;528751;43312;23;;;46;$GC$ALTGLM;0;0;0;;;0;Alternative;;EUCA000804;0;0;5;;1;40817;0;0;;;
F00000JQZD;0P0000PUYA;FSUSA0B1PK;0C00009CS3;FRA;H2O AM LLP;H2O Adagio;H2O Adagio R C;FCP;H2O Adagio R C;1;EUCA000804;40413;Active;;1;0;;EUR;0;1;0;0;0;0;;FR0010923359;FR0010923359;;;;;11630677;;;;;;FF00002708678;D$;1;;;0;LC00000039;;;;;;;;;;;;;;;;0;GIFS$$$813;;;;;;;0;;;;528750;43312;23;;;46;$GC$ALTGLM;0;0;0;;;1;Alternative;;EUCA000804;0;0;5;;1;40817;0;1;;;
F00000259T;0P0000PVWF;FSUSA09994;0C000068ZH;FRA;Amundi Asset Management;Amundi ETF DAX DR;Amundi ETF DAX DR A/I;FCP;Amundi ETF DAX UCITS ETF DR;1;EUCA000638;39707;Active;;0;0;1;EUR;1;0;0;0;0;1;;FR0010655712;FR0010655712;;CG1;A0REJQ;;4525477;;;;;;FF00002713223;;;;;1;LC00000036;LC00000066;;;;;;;;;;;;;;;0;GIFS$$$431;;EX$$$$XMIL;;0;;;0;;;;960657;43220;23;;;41;$GC$EUEQLC;0;0;0;;;0;Equity;;EUCA000638;0;0;1;;1;40634;1;1;;;
F00000J47N;0P0000PY6U;FSUSA0AY5B;0C000068ZH;FRA;Amundi Asset Management;Amundi ETF Euro Stoxx Small Cap;Amundi ETF Euro Stoxx Small Cap A/I;FCP;Amundi ETF Euro Stoxx Small Cap UCITS ETF;1;EUCA000851;40351;Active;;0;0;1;EUR;1;0;0;0;0;1;;FR0010900076;FR0010900076;;ZESM;A1C0B9;;11412990;;;;;;FF00002732973;;;;;1;LC00000036;LC00000018;;;;;;;;;;;;;;;0;GIFS$$$318;;EX$$$$XETR;;0;;;0;;;;727593;43373;23;;;;$GC$EUEQMS;0;0;0;;;0;Equity;;EUCA000851;0;0;4;2;1;40351;1;1;;;
F00000J47N;0P0000PY6V;FSUSA0AY5B;0C000068ZH;FRA;Amundi Asset Management;Amundi ETF Euro Stoxx Small Cap;Amundi ETF Euro Stoxx Small Cap A/I;FCP;Amundi ETF Euro Stoxx Small Cap UCITS ETF;1;EUCA000851;40351;Active;;0;0;1;EUR;1;0;0;0;0;1;;FR0010900076;FR0010900076;;ZESM;A1C0B9;;11412990;;;;;;FF00002732974;;;;;1;LC00000036;LC00000018;;;;;;;;;;;;;;;0;GIFS$$$318;;EX$$$$XFRA;;0;;;0;;;;727593;43373;23;;;;$GC$EUEQMS;0;0;0;;;0;Equity;;EUCA000851;0;0;4;2;1;40351;1;1;;;
F00000MIEB;0P0000TG43;FSUSA0BGEQ;0C00009CS3;FRA;H2O AM LLP;H2O Multiequities;H2O Multiequities I C;FCP;H2O Multiequities I C;1;EUCA000555;40682;Active;;1;0;1;EUR;0;1;0;0;0;0;;FR0011008770;FR0011008770;;;;;13015874;;;;;;FF00002779542;D$;3;;;0;LC00000037;;;;;;;;;;;;;;;;0;GIFS$$$021;;;;;;;0;;;;712876;43312;23;;;41;$GC$GLEQLC;0;0;0;;;0;Equity;;EUCA000555;0;0;5;;;;0;1;;;
F00000LM4M;0P0000S4A6;FSUSA0B6S6;0C000034Z6;FRA;Lyxor International Asset Management;Lyxor iBoxx $ Treasuries 10Y+ (DR) ETF;Lyxor iBoxx $ Trs 10Y+ DR ETF Dist A/I;SICAV;Lyxor iBoxx $ Treasuries 10Y + (DR) UCITS ETF Dist;1;EUCA000582;40513;Obsolete;43398;0;0;1;EUR;1;0;0;0;0;1;;FR0010961003;FR0010961003;;;LYX0LU;;12009857;;;;;;FF00002735046;D$;1;;;0;LC00000039;LC00000108;;;;;;;;;;;;;;;0;GIFS$$$827;;EX$$$$XMIL;;0;2;43399;0;;;;533596;43312;9;;;42;$GC$USDFXI;0;0;0;;;0;Fixed Income;;EUCA000582;0;0;1;;0;41274;1;1;;;
F00000LWWN;0P0000SAWY;FSUSA0B9VR;0C000034Z6;FRA;Lyxor International Asset Management;Lyxor BofAML € Hi Yld Bd Ex-Fi ETF;Lyxor BofAML € HY Ex-Fin Bd ETF Dist A/I;SICAV;Lyxor BofAML € High Yield Ex-Financial Bond UCITS ETF Dist;1;EUCA000590;40563;Obsolete;43398;1;0;1;EUR;1;0;0;0;0;1;;FR0010975771;FR0010975771;;;LYX0LY;;12170548;;;;;;FF00002743298;D$;1;;;0;LC00000038;LC00000096;;;;;;;;;;;;;;;0;GIFS$$$258;;EX$$$$XPAR;;0;2;43399;0;;;;;;9;;;42;$GC$EUROFI;0;0;0;;;0;Fixed Income;;EUCA000590;0;0;4;2;0;41639;1;1;;;
F00000N2K0;0P00016SKV;FS00008TO5;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor Ibex 5 Doble ApalancadoDiario ETF;Lyxor Ibex 5 Doble Apln Diario ETF Acc;SICAV;Lyxor Ibex 5 Doble Apalancado Diario UCITS ETF Acc;1;EUCA000816;40694;Active;;0;0;1;EUR;0;1;0;0;0;1;;FR0011042753;FR0011042753;;IBEXAe;;;;;;;;;;;;;;0;LC00000036;;;;;;;;;;;;;;;;0;GIFS$$$075;;EX$$$$CHIX;;;;;0;;;;;;9;;;46;$GC$TDTOOL;0;0;0;;;0;Alternative;;EUCA000816;0;0;4;1;;;1;1;;;
F00000NJ80;0P00016SKW;FS000093ZU;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor EuroMTS HRMcrWtGvtBd5-7Y DR ETF;Lyxor EuroMTS HRMcrWtGvBd5-7Y DR ETF Acc;SICAV;Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond 5-7Y (DR) UCITS ETF Acc;1;EUCA000589;40872;Obsolete;43413;0;0;1;EUR;0;1;0;0;0;1;;FR0011146356;FR0011146356;;;LYX0MZ;;14338745;;;;;;;;;;;0;LC00000038;LC00000105;;;;;;;;;;;;;;;0;GIFS$$$767;;EX$$$$CHIX;;;2;43413;0;;;;670080;43312;9;;;42;$GC$EUROFI;0;0;0;;;0;Fixed Income;;EUCA000589;0;0;1;;0;41274;1;1;;;
F00000NJ81;0P00016SKX;FS000093ZV;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor EuroMTS HRMcrWtGvtBd1-Y DR ETF;Lyxor EuroMTS HRMcrWtGvBd1-Y DR ETF Acc;SICAV;Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond 1-Y (DR) UCITS ETF Acc;1;EUCA000589;40872;Obsolete;43413;0;0;1;EUR;0;1;0;0;0;1;;FR0011146315;FR0011146315;;;LYX0M0;;14338732;;;;;;;;;;;0;LC00000038;LC00000104;;;;;;;;;;;;;;;0;GIFS$$$767;;EX$$$$CHIX;;;2;43413;0;;;;670078;43312;9;;;42;$GC$EUROFI;0;0;0;;;0;Fixed Income;;EUCA000589;0;0;1;;0;41274;1;1;;;
F00000NJ82;0P00016SKY;FS000093ZW;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor EuroMTS HRMcrWtGvtBd-5Y DR ETF;Lyxor EuroMTS HRMcrWtGvBd-5Y DR ETF Acc;SICAV;Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond -5Y (DR) UCITS ETF Acc;1;EUCA000589;40872;Obsolete;43413;0;0;1;EUR;0;1;0;0;0;1;;FR0011146349;FR0011146349;;;LYX0MY;;14338735;;;;;;;;;;;0;LC00000038;LC00000105;;;;;;;;;;;;;;;0;GIFS$$$767;;EX$$$$CHIX;;;2;43413;0;;;;670079;43312;9;;;42;$GC$EUROFI;0;0;0;;;0;Fixed Income;;EUCA000589;0;0;1;;1;40872;1;1;;;
F00000LWWN;0P0000SOL8;FSUSA0B9VR;0C000034Z6;FRA;Lyxor International Asset Management;Lyxor BofAML € Hi Yld Bd Ex-Fi ETF;Lyxor BofAML € HY Ex-Fin Bd ETF Dist A/I;SICAV;Lyxor BofAML € High Yield Ex-Financial Bond UCITS ETF Dist;1;EUCA000590;40563;Obsolete;43398;0;0;1;EUR;1;0;0;0;0;1;;FR0010975771;FR0010975771;;;LYX0LY;;12170548;;;;;;FF00002759075;;;;;0;LC00000038;LC00000096;;;;;;;;;;;;;;;0;GIFS$$$258;;EX$$$$XETR;;0;2;43399;0;;;;;;9;;;42;$GC$EUROFI;0;0;0;;;0;Fixed Income;;EUCA000590;0;0;4;2;0;41639;1;1;;;
F00000LJ8O;0P0000SON2;FSUSA0B5GX;0C000068ZH;FRA;Amundi Asset Management;Amundi ETF MSCI Europe Energy;Amundi ETF MSCI Europe Energy A/I;FCP;Amundi ETF MSCI Europe Energy UCITS ETF;1;EUCA000535;40449;Active;;0;0;1;EUR;1;0;0;0;0;1;;FR0010930644;FR0010930644;;AMEE;;;11679087;;;;;;FF00002759120;;;;;1;LC00000037;LC00000086;;;;;;;;;;;;;;;0;GIFS$$$465;;EX$$$$XETR;;0;;;0;;;;906664;42825;23;;;41;$GC$ENERGY;0;0;0;;;0;Equity;;EUCA000535;0;0;4;2;1;40814;1;1;;;
F00000MEW8;0P0000T346;FSUSA0AQS1;0C00001N2H;FRA;Edmond de Rothschild Asset Management (F;EdR Financial Bonds;EdR Financial Bonds C;FCP;Edmond de Rothschild Financial Bonds C;1;EUCA000771;40641;Active;;1;0;;EUR;0;1;0;0;0;0;;FR0011034495;FR0011034495;;;A1H9QW;;12847970;ROABBZ;;;;;FF00002775154;D$;3;;;0;LC00000039;;;;;;;;;;;;;;;;0;GIFS$$$980;;;;;;;0;;;;653953;43373;23;;;42;$GC$OTHFIX;0;0;0;37;Mgmt + Dist Fee;0;Fixed Income;;EUCA000771;0;1;5;;;;1;1;;;
F00000N2K0;0P0000U8N9;FS00008TO5;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor Ibex 5 Doble ApalancadoDiario ETF;Lyxor Ibex 5 Doble Apln Diario ETF Acc;SICAV;Lyxor Ibex 5 Doble Apalancado Diario UCITS ETF Acc;1;EUCA000816;40694;Active;;1;0;1;EUR;0;1;0;0;0;1;;FR0011042753;FR0011042753;;IBEXA;LYX0M1;;;;;;;;FF00002843470;D$;1;;;0;LC00000036;;;;;;;;;;;;;;;;0;GIFS$$$075;;EX$$$$XMAD;;0;;;0;;;;;;9;;;46;$GC$TDTOOL;0;0;0;;;0;Alternative;;EUCA000816;0;0;4;1;;;1;1;;;
F00000MIF5;0P0000TG4X;FSUSA0BGF2;0C000023NV;FRA;Lazard Frères Gestion;Lazard Investissement Microcaps;Lazard Investissement Microcaps;FCP;Lazard Investissement Microcaps;1;EUCA000515;40694;Active;;1;0;1;EUR;0;1;0;0;0;0;;FR0011042811;FR0011042811;;;;;;;;;;;FF00002779569;W$;2;;;1;LC00000085;;;;;;;;;;;;;;;;0;GIFS$$$953;;;;;;;0;;;;1052801;43373;23;;;41;$GC$EUEQMS;0;0;0;;;0;Equity;;EUCA000515;1;0;5;;;;0;0;;;
F00000SRRB;0P0001EHM0;FSGBR072X4;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor MSCI World ETF;Lyxor MSCI World ETF MH EUR Dist A/I;SICAV;Lyxor MSCI World UCITS ETF Monthly Hedged to EUR Dist;1;EUCA000539;41654;Active;;0;0;;EUR;1;0;0;0;0;1;;FR0011660927;FR0011660927;;WLDHE/EU;LYX0R5;;23159384;;;;;;;;;;;0;LC00000037;LC00000023;;;;;;;;LC00000456;;;;;;;0;GIFS$$$914;;EX$$$$XSWX;;;;;0;;;;727670;43404;9;;;41;$GC$GLEQLC;0;0;0;;;0;Equity;;EUCA000555;0;0;4;2;;;1;1;;;
F0GBR04ZW9;0P00000V9Q;FSGBR04PPG;0C00001Q7U;FRA;Oddo BHF Asset Management SAS;Oddo BHF Avenir Euro;Oddo BHF Avenir Euro CR-EUR;FCP;Oddo BHF Avenir Euro CR-EUR;1;EUCA000851;31309;Active;;1;0;1;EUR;0;1;0;0;0;0;;FR0000990095;FR0000990095;;;A0JLF4;;1529205;;;;;;FF00000182958;D$;5;;;1;LC00000036;;;;;;;;;;;;;;;;0;GIFS$$$318;;;;;;;1;;;;326503;43373;23;;;;$GC$EUEQMS;0;0;0;37;Mgmt + Dist Fee;1;Equity;;EUCA000851;0;1;5;;;;1;1;;;
F0GBR05KNM;0P000014HP;FSGBR05R0H;0C00001RXU;FRA;Sycomore Asset Management;Sycomore Allocation Patrimoine;Sycomore Allocation Patrimoine R;FCP;Sycomore Allocation Patrimoine R;1;EUCA000565;37587;Active;;1;0;1;EUR;0;1;0;0;0;0;;FR0007078589;FR0007078589;;;;;1521814;;;;;;FF00000182324;D$;3;;;0;LC00000264;;;;;;;;;;;;;;;;0;GIFS$$$311;;;;;;;0;;;;74231;43190;23;;;44;$GC$MODALL;0;0;0;;;0;Allocation;;EUCA000565;0;1;5;;;;0;0;;;
F0GBR04CBV;0P00000CGM;FSGBR0507U;0C00001MIG;FRA;CPR Asset Management;CPR Croissance Dynamique;CPR Croissance Dynamique P;FCP;CPR Croissance Dynamique P;1;EUCA000563;36056;Active;;1;0;1;EUR;0;1;0;0;1;0;;FR0010097642;FR0010097642;;;;;1890529;;;;;;FF00000170287;D$;1;;;1;LC00000264;;;;;;;;;;;;;;;;0;GIFS$$$251;;;;;;;0;;;;75137;43281;23;;;44;$GC$AGALOC;0;0;0;;;0;Allocation;;EUCA000563;0;0;5;;;;0;0;;;
F0GBR04CBX;0P00000CGO;FSGBR0507V;0C00001MIG;FRA;CPR Asset Management;CPR Croissance Réactive;CPR Croissance Réactive P;FCP;CPR Croissance Réactive P;1;EUCA000565;35538;Active;;1;0;1;EUR;0;1;0;0;1;0;;FR0010097683;FR0010097683;;;;;1890521;;;;;;FF00000170172;D$;3;;;0;LC00000264;;;;;;;;;;;;;;;;0;GIFS$$$311;;;;;;;0;;;;524233;43281;23;;;44;$GC$MODALL;0;0;0;;;0;Allocation;;EUCA000565;0;0;5;;;;0;0;;;
F0GBR04MX8;0P00000MCZ;FSGBR0542A;0C00001NDN;FRA;FIL Gestion;Fidelity Monde;Fidelity Monde;SICAV;Fidelity Monde;1;EUCA000555;36990;Active;;1;0;1;EUR;0;1;0;0;1;0;;FR0000172363;FR0000172363;;;;;1575416;;;;;;FF00000170758;D$;3;;;0;LC00000037;;;;;;;;;;;;;;;;0;GIFS$$$021;;;;;;;0;;;;52529;43312;9;;;41;$GC$GLEQLC;0;0;0;;;0;Equity;;EUCA000555;0;0;5;;;;0;0;;;
F0GBR068XM;0P00001PC2;FSGBR06KSZ;0C00001S95;FRA;TrusTeam Finance;Trusteam ROC PME;Trusteam ROC PME;FCP;Trusteam ROC PME;1;EUCA000637;38618;Active;;1;0;1;EUR;0;1;0;0;0;0;;FR0010220038;FR0010220038;;;;;2267430;;;;;;FF00000271264;W$;1;;;1;LC00000036;;;;;;;;;;;;;;;;0;GIFS$$$663;;;;;;;0;;;;154605;43312;23;;;41;$GC$EUEQMS;0;0;0;;;0;Equity;;EUCA000637;1;0;5;;;;0;0;;;
F0GBR04FVQ;0P00000FWT;FSGBR051KC;0C00001R3E;FRA;Rothschild Asset Management;R Club;R Club C EUR;FCP;R Club C EUR;1;EUCA000864;32827;Active;;1;0;1;EUR;0;1;0;0;0;0;;FR0010541557;FR0010541557;;;A1CW1E;;3558413;;;;;;FF00000226840;D$;1;;;0;LC00000264;;;;;;;;;;;;;;;;0;GIFS$$$363;;;;;;;0;;;;193178;43373;23;;;;$GC$FALLOC;0;0;0;37;Mgmt + Dist Fee;0;Allocation;;EUCA000864;0;1;5;;;;1;1;;;
F0GBR04GTL;0P00000GT9;FSGBR05ALC;0C00001KZL;FRA;AXA Investment Managers Paris;AXA Aedificandi;AXA Aedificandi AC;SICAV;AXA Aedificandi AC;1;EUCA000847;37739;Active;;1;0;;EUR;0;1;0;0;0;0;;FR0000172041;FR0000172041;;;A0B9Q3;;1563239;;;;;;FF00000182753;D$;1;;;0;LC00000264;;;;;;;;;;;;;;;;0;GIFS$$$199;;;;;;;0;;;;44758;43373;9;;;;$GC$SCREEQ;0;0;0;;;0;Equity;;EUCA000847;0;1;5;;;;1;1;1;;0
F0GBR04JY3;0P00000JPU;FSGBR05BRZ;0C000023NV;FRA;Lazard Frères Gestion;Norden;Norden;SICAV;Norden;1;EUCA000525;34666;Active;;1;0;1;EUR;0;1;0;0;0;0;;FR0000299356;FR0000299356;;;A1CUEX;;325657;;;;;;FF00000183728;D$;1;;;1;LC00000037;;;;;;;;;;;;;;;;0;GIFS$$$002;;;;;;;0;;;;63805;43373;9;;;41;$GC$EUEQLC;0;0;0;;;0;Equity;;EUCA000525;0;1;5;;;;1;1;;;
F0GBR04NCS;0P00000MRI;FSGBR05450;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor Euro Stoxx 50 (DR) ETF;Lyxor Euro Stoxx 50 DR ETF Dist A/I;SICAV;Lyxor Euro Stoxx 50 (DR) UCITS ETF Dist;1;EUCA000516;36941;Active;;1;0;1;EUR;1;0;0;0;0;1;;FR0007054358;FR0007054358;;MSE;798328;;1189343;LYDJE;;;;;FF00000180791;D$;1;;;1;LC00000036;LC00000018;;;;;;;;;;;;;;;0;GIFS$$$255;;EX$$$$XPAR;;0;;;0;;;;727656;43312;9;;;41;$GC$EUEQLC;0;0;0;;;0;Equity;;EUCA000516;0;0;1;;1;40664;1;1;;;
F0GBR04ND2;0P00000MRP;FSGBR05451;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor CAC 40 (DR) ETF;Lyxor CAC 40 (DR) ETF Dist A/I;SICAV;Lyxor CAC 40 (DR) UCITS ETF Dist;1;EUCA000636;36873;Active;;1;0;1;EUR;1;0;0;0;0;1;;FR0007052782;FR0007052782;;CAC;626678;;1168105;LYCAC;;;;;FF00000182518;D$;2;;;1;LC00000035;;;;;;;;;;;;;;;;0;GIFS$$$411;;EX$$$$XPAR;;0;;;0;;;;727654;43312;9;;;41;$GC$EUEQLC;0;0;0;;;0;Equity;;EUCA000636;0;0;1;;1;40756;1;1;;;
F0000000FB;0P0000M6UF;FSUSA07IAE;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor Stoxx Europe 600 Auto & Parts ETF;Lyxor Stoxx Eurp 600 Aut&Prts ETF AccA/I;FCP;Lyxor Stoxx Europe 600 Automobiles & Parts UCITS ETF Acc;1;EUCA000534;38947;Active;;0;0;1;EUR;1;0;0;0;0;1;;FR0010344630;FR0010344630;;LYYN;LYX0AN;;2632755;LYDJA6;;;;;FF00002591364;;;;;1;LC00000037;LC00000094;;;;;;;;;;;;;;;0;GIFS$$$455;;EX$$$$XFRA;;0;;;0;;;;727682;43404;23;;;41;$GC$CONSUM;0;0;0;;;0;Equity;;EUCA000534;0;0;4;2;1;40725;1;1;;;
F0000000FB;0P0000M6UG;FSUSA07IAE;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor Stoxx Europe 600 Auto & Parts ETF;Lyxor Stoxx Eurp 600 Aut&Prts ETF AccA/I;FCP;Lyxor Stoxx Europe 600 Automobiles & Parts UCITS ETF Acc;1;EUCA000534;38947;Active;;0;0;1;EUR;1;0;0;0;0;1;;FR0010344630;FR0010344630;;LYYN;LYX0AN;;2632755;LYDJA6;;;;;FF00002594267;;;;;1;LC00000037;LC00000094;;;;;;;;;;;;;;;0;GIFS$$$455;;EX$$$$XETR;;0;;;0;;;;727682;43404;23;;;41;$GC$CONSUM;0;0;0;;;0;Equity;;EUCA000534;0;0;4;2;1;40725;1;1;;;
F0000000FJ;0P0000M6UH;FSUSA07IAR;0C000035BI;FRA;Lyxor International Asset Management S.A;Lyxor Stoxx Europe 600 Chemicals ETF;Lyxor Stoxx Eurp 600 Chemic ETF Acc A/I;FCP;Lyxor Stoxx Europe 600 Chemicals UCITS ETF Acc;1;EUCA000538;38954;Active;;0;0;1;EUR;1;0;0;0;0;1;;FR0010345470;FR0010345470;;LYYY;LYX0AY;;2632974;LYDCC;;;;;FF00002591365;;;;;1;LC00000037;LC00000094;;;;;;;;;;;;;;;0;GIFS$$$418;;EX$$$$XFRA;;0;;;0;;;;727685;43404;23;;;41;$GC$INDUST;0;0;0;;;0;Equity;;EUCA000538;0;0;4;2;1;40725;1;1;;;
